participant_id,first_name,last_name,gender,age,grade,region,district,school,language,family_type,round_1_score,passed_round_1,round_2_score,status
P02331,Владислав,Соколов,M,16,10,Карагандинская область,Сельский район,Школа №4,ru,full,50.6,False,,eliminated
P02332,Никита,Попов,M,14,7,г. Алматы,Южный район,Школа №4,ru,full,53.9,False,,eliminated
P02333,Адильхан,Алиев,M,15,8,Восточно-Казахстанская область,Центральный район,Школа №1,kk,full,32.2,False,,eliminated
P02334,Алтынай,Бекенов,F,13,8,Карагандинская область,Сельский район,Школа №4,kk,single,43.6,False,,eliminated
P02335,Рамазан,Абилов,M,15,9,Карагандинская область,Центральный район,Школа №2,kk,full,68.4,True,67.9,finalist
P02336,Бекжан,Бекенов,M,16,11,Абайская область,Сельский район,Школа №3,kk,full,63.6,False,,eliminated
P02337,Аяна,Сериков,F,15,8,г. Алматы,Северный район,Школа №4,kk,single,56.5,False,,eliminated
P02338,Алина,Темирбеков,F,12,7,Атырауская область,Южный район,Школа №2,kk,full,55.7,False,,eliminated
P02339,Гульнара,Жумабеков,F,17,11,г. Шымкент,Западный район,Школа №1,kk,single,49.1,False,,eliminated
P02340,Малика,Абилов,F,14,8,Кызылординская область,Западный район,Школа №1,kk,full,45.1,False,,eliminated
P02341,Дамир,Нурланов,M,12,6,Алматинская область,Южный район,Школа №5,kk,single,59.5,False,,eliminated
P02342,Жаныбек,Кадыров,M,15,10,Павлодарская область,Южный район,Школа №4,kk,full,61.3,False,,eliminated
P02343,Кирилл,Кузнецов,M,16,10,Актюбинская область,Западный район,Школа №3,ru,single,56.4,False,,eliminated
P02344,Аяна,Касенов,F,16,10,Восточно-Казахстанская область,Восточный район,Школа №4,kk,single,41.1,False,,eliminated
P02345,Бауыржан,Тулегенов,M,13,7,Костанайская область,Центральный район,Школа №3,kk,single,16.7,False,,eliminated
P02346,Дария,Касенов,F,13,6,Западно-Казахстанская область,Западный район,Школа №2,kk,full,71.5,True,52.8,finalist
P02347,Бекжан,Бекенов,M,13,8,Актюбинская область,Южный район,Школа №3,kk,full,47.8,False,,eliminated
P02348,Балжан,Алиев,F,15,8,Кызылординская область,Центральный район,Школа №5,kk,full,42.1,False,,eliminated
P02349,Аружан,Маратов,F,13,7,Абайская область, Южный район ,Школа №3,kk,full,65.4,False,,eliminated
P02350,Бауыржан,Темирбеков,M,12,5,Улытауская область,Сельский район,Школа №1,kk,full,49.1,False,,eliminated
P02351,Тимур,Сериков,M,12,6,Костанайская область,Центральный район,Школа №3,kk,full,70.9,True,54.0,finalist
P02352,Адильхан,Абилов,M,10,4,г. Алматы,Центральный район,Школа №1,kk,full,64.3,False,,eliminated
P02353,Ерасыл,Абилов,M,12,6,Акмолинская область,Восточный район,Школа №1,kk,single,59.3,False,,eliminated
P02354,Алина,Кадыров,F,9,4,Западно-Казахстанская область,Северный район,Школа №2,kk,full,34.5,False,,eliminated
P02355,Санжар,Нурланов,M,16,11,Костанайская область,Заречный район,Школа №3,kk,full,73.2,True,80.7,finalist
P02356,Дария,Маратов,F,10,4,Алматинская область,Центральный район,Школа №2,kk,full,58.9,False,,eliminated
P02357,Ерасыл,Маратов,M,17,11,г. Астана,Западный район,Школа №1,kk,full,49.5,False,,eliminated
P02358,Михаил,Смирнов,M,10,4,Атырауская область,Северный район,Школа №3,ru,full,57.2,False,,eliminated
P02359,Аяна,Темирбеков,F,12,5,Кызылординская область,Восточный район,Школа №1,kk,single,22.4,False,,eliminated
P02360,Балжан,Жумабеков,F,11,5,г. Алматы,Южный район,Школа №5,kk,full,61.1,False,,eliminated
P02361,Алмат,Бекенов,M,13,7,Восточно-Казахстанская область,Северный район,Школа №3,kk,full,39.6,False,,eliminated
P02362,Аян,Тулегенов,M,15,9,Мангистауская область,Южный район,Школа №3,kk,single,28.7,False,,eliminated
P02363,Нурлан,Нурланов,M,17,10,Жамбылская область,Южный район,Школа №1,kk,single,26.2,False,,eliminated
P02364,Максим,Кузнецов,M,12,6,Западно-Казахстанская область,Заречный район,Школа №3,ru,single,65.7,False,,eliminated
P02365,Андрей,Попов,M,14,8,Восточно-Казахстанская область,Восточный район,Школа №4,ru,full,45.6,False,,eliminated
P02366,Жаныбек,Алиев,M,11,5,Кызылординская область,Сельский район,Школа №5,kk,full,78.0,True,74.2,finalist
P02367,Ержан,Бекенов,M,12,6,Жетысуская область,Восточный район,Школа №3,kk,single,41.0,False,,eliminated
P02368,Мария,Лебедева,F,15,9,Костанайская область,Заречный район,Школа №2,ru,full,29.4,False,,eliminated
P02369,Полина,Попова,F,15,8,Жетысуская область,Северный район,Школа №4,ru,full,38.3,False,,eliminated
P02370,Аян,Касенов,M,18,11,Северо-Казахстанская область,Сельский район,Школа №4,kk,single,67.5,True,58.9,finalist
P02371,Данияр,Нурланов,M,14,7,г. Алматы,Южный район,Школа №4,kk,full,52.7,False,,eliminated
P02372,Сауле,Алиев,F,16,9,Карагандинская область,Западный район,Школа №2,kk,single,40.8,False,,eliminated
P02373,Бекжан,Касенов,M,15,9,Улытауская область,Центральный район,Школа №5,kk,full,57.4,False,,eliminated
P02374,Бауыржан,Абилов,M,15,10,Атырауская область,Восточный район,Школа №2,kk,single,56.5,False,,eliminated
P02375,Рамазан,Тулегенов,M,17,10,Абайская область,Западный район,Школа №4,kk,full,71.8,True,70.6,finalist
P02376,Данияр,Нурланов,M,14,8,Жамбылская область,Западный район,Школа №4,kk,full,76.7,True,88.7,finalist
P02377,Дарья,Лебедева,F,17,11,Карагандинская область,Южный район,Школа №2,ru,full,49.6,False,,eliminated
P02378,Никита,Волков,M,12,7,Карагандинская область,Центральный район,Школа №5,ru,single,29.1,False,,eliminated
P02379,Жаныбек,Маратов,M,13,8,Карагандинская область,Западный район,Школа №5,kk,full,48.8,False,,eliminated
P02380,Динара,Бекенов,F,11,5,г. Шымкент,Центральный район,Школа №4,kk,single,52.9,False,,eliminated
P02381,Гульнара,Сатпаев,F,15,10,г. Шымкент,Южный район,Школа №1,kk,full,40.5,False,,eliminated
P02382,Владислав,Новиков,M,17,11,Павлодарская область,Сельский район,Школа №2,ru,full,40.6,False,,eliminated
P02383,Тимур,Тулегенов,M,17,11,Западно-Казахстанская область,Центральный район,Школа №1,kk,full,60.2,False,,eliminated
P02384,Михаил,Петров,M,16,9,Алматинская область, Восточный район ,Школа №3,ru,full,54.3,False,,eliminated
P02385,Данияр,Касенов,M,16,10,Восточно-Казахстанская область,Центральный район,Школа №5,kk,single,49.5,False,,eliminated
P02386,Сауле,Темирбеков,F,12,7,Актюбинская область,Западный район,Школа №2,kk,single,37.6,False,,eliminated
P02387,Динара,Жумабеков,F,12,6,г. Алматы,Южный район,Школа №1,kk,full,51.5,False,,eliminated
P02388,Алмат,Абилов,M,13,8,г. Астана,Центральный район,Школа №5,kk,full,41.1,False,,eliminated
P02389,Анна,Новикова,F,15,9,Алматинская область,Северный район,Школа №1,ru,single,62.4,False,,eliminated
P02390,Елена,Новикова,F,14,9,Абайская область,Северный район,Школа №5,ru,full,70.5,True,75.0,finalist
P02391,Максим,Соколов,M,17,10,Костанайская область,Северный район,Школа №1,ru,full,27.3,False,,eliminated
P02392,Иван,Новиков,M,15,9,Мангистауская область,Южный район,Школа №2,ru,full,41.1,False,,eliminated
P02393,Наргиз,Жумабеков,F,12,5,г. Шымкент,Центральный район,Школа №4,kk,single,26.6,False,,eliminated
P02394,Алмат,Кадыров,M,11,5,Карагандинская область,Центральный район,Школа №2,kk,full,45.2,False,,eliminated
P02395,Нурлан,Касенов,M,13,7,Восточно-Казахстанская область,Восточный район,Школа №5,kk,full,53.7,False,,eliminated
P02396,Наргиз,Маратов,F,12,7,Карагандинская область, Центральный район ,Школа №3,kk,single,27.3,False,,eliminated
P02397,Шынгыс,Жумабеков,M,15,8,Улытауская область,Западный район,Школа №3,kk,full,41.2,False,,eliminated
P02398,Екатерина,Иванова,F,14,8,Абайская область,Южный район,Школа №3,ru,single,33.9,False,,eliminated
P02399,Жансая,Тулегенов,F,13,8,Карагандинская область,Северный район,Школа №2,kk,full,58.1,False,,eliminated
P02400,Ержан,Нурланов,M,13,8,Кызылординская область,Центральный район,Школа №1,kk,full,56.0,False,,eliminated
P02401,Елена,Петрова,F,15,9,Жетысуская область,Центральный район,Школа №4,ru,single,38.2,False,,eliminated
P02402,Михаил,Новиков,M,15,8,Алматинская область, Центральный район ,Школа №4,ru,full,57.7,False,,eliminated
P02403,Андрей,Новиков,M,14,8,Атырауская область,Западный район,Школа №4,ru,full,46.8,False,,eliminated
P02404,Аян,Алиев,M,12,6,Жетысуская область,Северный район,Школа №2,kk,full,50.9,False,,eliminated
P02405,Аружан,Тулегенов,F,14,9,Жамбылская область,Южный район,Школа №5,kk,full,80.1,True,55.7,finalist
P02406,Михаил,Соколов,M,13,8,Северо-Казахстанская область,Западный район,Школа №2,ru,single,69.1,True,85.0,finalist
P02407,Айгерим,Кадыров,F,17,11,Жамбылская область,Южный район,Школа №4,kk,single,29.5,False,,eliminated
P02408,Айгерим,Нурланов,F,18,11,Карагандинская область,Центральный район,Школа №3,kk,single,61.4,False,,eliminated
P02409,Гульнара,Темирбеков,F,10,4,Атырауская область, Западный район ,Школа №1,kk,full,67.2,True,42.5,finalist
P02410,Иван,Кузнецов,M,17,10,Карагандинская область,Центральный район,Школа №2,ru,single,31.8,False,,eliminated
P02411,Дмитрий,Новиков,M,16,10,г. Алматы,Восточный район,Школа №3,ru,full,67.3,True,77.6,finalist
P02412,Темирлан,Сатпаев,M,15,8,Жетысуская область,Центральный район,Школа №3,kk,full,78.1,True,66.2,finalist
P02413,Екатерина,Новикова,F,12,5,г. Алматы,Западный район,Школа №2,ru,single,32.2,False,,eliminated
P02414,Гульнара,Маратов,F,17,10,Мангистауская область,Западный район,Школа №3,kk,full,41.2,False,,eliminated
P02415,Ержан,Сатпаев,M,15,9,г. Астана,Южный район,Школа №1,kk,full,70.3,True,92.5,finalist
P02416,Малика,Сатпаев,F,14,8,Павлодарская область,Западный район,Школа №3,kk,full,59.1,False,,eliminated
P02417,Камила,Сериков,F,13,7,Акмолинская область,Восточный район,Школа №4,kk,single,57.3,False,,eliminated
P02418,Андрей,Лебедев,M,17,11,Костанайская область,Северный район,Школа №1,ru,full,60.1,False,,eliminated
P02419,Темирлан,Темирбеков,M,15,9,Атырауская область,Южный район,Школа №1,kk,full,60.9,False,,eliminated
P02420,Шынгыс,Нурланов,M,16,10,Карагандинская область,Южный район,Школа №4,kk,full,35.1,False,,eliminated
P02421,Дария,Касенов,F,12,6,Восточно-Казахстанская область,Северный район,Школа №3,kk,full,70.7,True,59.9,finalist
P02422,Меруерт,Маратов,F,13,7,Атырауская область,Южный район,Школа №3,kk,full,72.5,True,64.9,finalist
P02423,Олжас,Жумабеков,M,15,9,г. Астана,Центральный район,Школа №4,kk,full,51.6,False,,eliminated
P02424,Айдар,Бекенов,M,17,10,Жамбылская область,Северный район,Школа №5,kk,full,54.3,False,,eliminated
P02425,Алихан,Кадыров,M,12,6,г. Алматы,Сельский район,Школа №4,kk,full,32.0,False,,eliminated
P02426,Камила,Алиев,F,11,5,г. Шымкент,Западный район,Школа №2,kk,single,56.7,False,,eliminated
P02427,Анастасия,Соколова,F,17,11,Актюбинская область,Восточный район,Школа №2,ru,full,63.6,False,,eliminated
P02428,Мария,Волкова,F,14,8,Жамбылская область,Восточный район,Школа №1,ru,single,48.1,False,,eliminated
P02429,Анна,Кузнецова,F,15,9,г. Астана,Северный район,Школа №3,ru,full,71.9,True,67.4,finalist
P02430,Тимур,Темирбеков,M,13,6,Алматинская область,Западный район,Школа №2,kk,full,50.0,False,,eliminated
P02431,Айдана,Темирбеков,F,15,9,Акмолинская область, Заречный район ,Школа №5,kk,full,63.5,False,,eliminated
P02432,Кирилл,Соколов,M,15,8,Туркестанская область,Центральный район,Школа №3,ru,full,39.7,False,,eliminated
P02433,Эльмира,Алиев,F,16,10,Жетысуская область,Центральный район,Школа №3,kk,full,54.6,False,,eliminated
P02434,Максим,Новиков,M,14,8,г. Алматы,Сельский район,Школа №3,ru,single,46.4,False,,eliminated
P02435,Алтынай,Сатпаев,F,15,10,Карагандинская область,Сельский район,Школа №5,kk,single,52.4,False,,eliminated
P02436,Мария,Лебедева,F,15,9,Павлодарская область,Южный район,Школа №2,ru,full,49.5,False,,eliminated
P02437,Темирлан,Сериков,M,16,9,Костанайская область,Восточный район,Школа №4,kk,full,53.0,False,,eliminated
P02438,Алмат,Нурланов,M,10,4,Туркестанская область,Заречный район,Школа №4,kk,full,67.4,True,64.3,finalist
P02439,Арман,Бекенов,M,12,6,Туркестанская область,Центральный район,Школа №5,kk,full,48.4,False,,eliminated
P02440,Полина,Попова,F,11,5,Павлодарская область,Северный район,Школа №1,ru,full,30.9,False,,eliminated
P02441,Бекжан,Абилов,M,17,10,Костанайская область,Сельский район,Школа №5,kk,single,75.2,True,86.2,finalist
P02442,Алихан,Бекенов,M,16,9,Атырауская область,Южный район,Школа №5,kk,single,69.7,True,98.5,finalist
P02443,Рамазан,Тулегенов,M,12,6,Западно-Казахстанская область,Центральный район,Школа №5,kk,full,35.6,False,,eliminated
P02444,Ксения,Кузнецова,F,15,10,Улытауская область,Северный район,Школа №1,ru,single,59.3,False,,eliminated
P02445,Малика,Нурланов,F,17,11,Карагандинская область,Северный район,Школа №2,kk,full,47.5,False,,eliminated
P02446,Дамир,Кадыров,M,14,8,Кызылординская область,Северный район,Школа №2,kk,full,59.0,False,,eliminated
P02447,Никита,Новиков,M,13,7,Павлодарская область,Южный район,Школа №5,ru,full,59.4,False,,eliminated
P02448,Дмитрий,Попов,M,13,7,Алматинская область,Центральный район,Школа №2,ru,full,51.5,False,,eliminated
P02449,Камила,Тулегенов,F,17,11,Костанайская область,Сельский район,Школа №1,kk,single,37.2,False,,eliminated
P02450,Дарья,Волкова,F,16,9,Жетысуская область,Заречный район,Школа №1,ru,single,38.6,False,,eliminated
P02451,Артём,Петров,M,17,11,Атырауская область,Западный район,Школа №4,ru,single,35.3,False,,eliminated
P02452,Дмитрий,Новиков,M,13,7,Северо-Казахстанская область,Западный район,Школа №1,ru,single,36.5,False,,eliminated
P02453,Аружан,Кадыров,F,14,8,Алматинская область,Сельский район,Школа №1,kk,full,54.0,False,,eliminated
P02454,Дария,Абилов,F,16,10,г. Алматы,Заречный район,Школа №2,kk,full,44.3,False,,eliminated
P02455,Айдана,Сатпаев,F,14,8,Западно-Казахстанская область,Южный район,Школа №4,kk,full,65.2,False,,eliminated
P02456,Арман,Тулегенов,M,17,11,Павлодарская область, Северный район ,Школа №1,kk,full,77.3,True,52.4,finalist
P02457,Сабина,Жумабеков,F,17,10,Улытауская область,Южный район,Школа №3,kk,full,46.3,False,,eliminated
P02458,Меруерт,Касенов,F,13,6,г. Астана, Восточный район ,Школа №5,kk,full,58.6,False,,eliminated
P02459,Анна,Кузнецова,F,15,9,Мангистауская область,Центральный район,Школа №3,ru,single,56.5,False,,eliminated
P02460,Айгерим,Тулегенов,F,11,5,Кызылординская область,Восточный район,Школа №1,kk,full,62.1,False,,eliminated
P02461,Анна,Волкова,F,11,5,Жамбылская область,Южный район,Школа №1,ru,full,56.1,False,,eliminated
P02462,Санжар,Маратов,M,18,11,Акмолинская область,Западный район,Школа №2,kk,full,66.1,True,64.6,finalist
P02463,Елена,Соколова,F,13,7,Актюбинская область,Центральный район,Школа №3,ru,full,62.2,False,,eliminated
P02464,Балжан,Кадыров,F,13,7,Жамбылская область,Западный район,Школа №1,kk,full,36.4,False,,eliminated
P02465,Айдар,Бекенов,M,18,11,Акмолинская область,Западный район,Школа №1,kk,single,62.0,False,,eliminated
P02466,Рамазан,Абилов,M,10,4,г. Алматы,Южный район,Школа №5,kk,single,62.3,False,,eliminated
P02467,Эльмира,Тулегенов,F,16,10,г. Алматы,Заречный район,Школа №4,kk,full,43.6,False,,eliminated
P02468,Кирилл,Морозов,M,14,8,Павлодарская область,Центральный район,Школа №5,ru,full,55.6,False,,eliminated
P02469,Екатерина,Кузнецова,F,15,10,Восточно-Казахстанская область,Восточный район,Школа №1,ru,full,65.2,False,,eliminated
P02470,Балжан,Жумабеков,F,13,7,Кызылординская область,Заречный район,Школа №5,kk,full,51.9,False,,eliminated
P02471,Ержан,Бекенов,M,12,6,Жетысуская область,Западный район,Школа №5,kk,full,71.1,True,76.4,finalist
P02472,Наргиз,Кадыров,F,15,9,г. Алматы,Центральный район,Школа №3,kk,single,84.5,True,61.3,finalist
P02473,Бауыржан,Темирбеков,M,13,7,Жамбылская область,Центральный район,Школа №5,kk,single,37.2,False,,eliminated
P02474,Жаныбек,Нурланов,M,12,7,г. Астана,Западный район,Школа №2,kk,full,34.3,False,,eliminated
P02475,Дарья,Попова,F,14,8,Атырауская область,Сельский район,Школа №3,ru,full,59.6,False,,eliminated
P02476,Анастасия,Морозова,F,15,9,г. Астана,Восточный район,Школа №1,ru,full,65.8,False,,eliminated
P02477,Наргиз,Абилов,F,12,5,Туркестанская область,Восточный район,Школа №1,kk,full,51.5,False,,eliminated
P02478,Максим,Морозов,M,11,5,Мангистауская область, Северный район ,Школа №5,ru,single,70.8,True,67.3,finalist
P02479,Арман,Маратов,M,13,8,Западно-Казахстанская область,Северный район,Школа №3,kk,full,34.9,False,,eliminated
P02480,Ольга,Новикова,F,18,11,Алматинская область,Сельский район,Школа №4,ru,full,65.4,False,,eliminated
P02481,Шынгыс,Нурланов,M,13,8,Кызылординская область,Сельский район,Школа №4,kk,full,45.9,False,,eliminated
P02482,Гульнара,Бекенов,F,15,9,Карагандинская область,Сельский район,Школа №1,kk,full,80.8,True,68.5,finalist
P02483,Дарья,Лебедева,F,12,6,Кызылординская область,Северный район,Школа №5,ru,full,84.9,True,58.3,finalist
P02484,Дамир,Бекенов,M,14,8,г. Шымкент, Заречный район ,Школа №1,kk,full,43.5,False,,eliminated
P02485,Алмат,Кадыров,M,11,5,Туркестанская область,Сельский район,Школа №1,kk,full,46.8,False,,eliminated
P02486,Камила,Маратов,F,10,4,Атырауская область, Восточный район ,Школа №5,kk,full,67.9,True,57.5,finalist
P02487,Дана,Абилов,F,17,11,Костанайская область,Западный район,Школа №5,kk,full,49.2,False,,eliminated
P02488,Бауыржан,Кадыров,M,13,7,Туркестанская область,Центральный район,Школа №1,kk,full,54.3,False,,eliminated
P02489,Бекжан,Маратов,M,16,10,Улытауская область,Восточный район,Школа №4,kk,single,49.4,False,,eliminated
P02490,Рамазан,Маратов,M,15,8,Атырауская область,Сельский район,Школа №4,kk,full,26.2,False,,eliminated
P02491,Тимур,Алиев,M,9,4,Туркестанская область,Заречный район,Школа №1,kk,full,54.8,False,,eliminated
P02492,Анастасия,Морозова,F,15,9,Мангистауская область,Заречный район,Школа №3,ru,single,38.7,False,,eliminated
P02493,Темирлан,Кадыров,M,17,11,Западно-Казахстанская область,Северный район,Школа №4,kk,single,41.6,False,,eliminated
P02494,Бауыржан,Бекенов,M,14,8,Костанайская область,Восточный район,Школа №2,kk,single,70.7,True,65.0,finalist
P02495,Айдар,Сатпаев,M,14,7,Акмолинская область,Западный район,Школа №5,kk,full,36.2,False,,eliminated
P02496,Данияр,Тулегенов,M,13,7,Акмолинская область,Северный район,Школа №2,kk,full,67.2,True,59.0,finalist
P02497,Дарья,Волкова,F,17,11,Акмолинская область,Западный район,Школа №1,ru,full,50.8,False,,eliminated
P02498,Нурлан,Нурланов,M,14,9,Восточно-Казахстанская область,Западный район,Школа №1,kk,full,50.8,False,,eliminated
P02499,Санжар,Сериков,M,13,7,Кызылординская область,Сельский район,Школа №5,kk,single,60.9,False,,eliminated
P02500,Анастасия,Попова,F,10,4,Жетысуская область,Центральный район,Школа №1,ru,full,60.1,False,,eliminated
P02501,Екатерина,Иванова,F,16,9,г. Шымкент,Восточный район,Школа №2,ru,full,63.6,False,,eliminated
P02502,Томирис,Сериков,F,13,7,Карагандинская область,Северный район,Школа №5,kk,single,63.5,False,,eliminated
P02503,Алмат,Нурланов,M,15,9,Туркестанская область,Восточный район,Школа №1,kk,full,50.0,False,,eliminated
P02504,Полина,Кузнецова,F,17,11,Павлодарская область,Северный район,Школа №5,ru,full,45.8,False,,eliminated
P02505,Аяна,Абилов,F,14,8,Мангистауская область,Северный район,Школа №2,kk,full,38.7,False,,eliminated
P02506,Томирис,Маратов,F,17,11,Жамбылская область,Восточный район,Школа №1,kk,full,42.6,False,,eliminated
P02507,Сауле,Сатпаев,F,13,7,Абайская область,Восточный район,Школа №5,kk,full,99.2,True,67.5,finalist
P02508,Шынгыс,Абилов,M,17,11,Туркестанская область,Восточный район,Школа №3,kk,full,73.7,True,55.7,finalist
P02509,Михаил,Попов,M,17,11,г. Алматы,Центральный район,Школа №1,ru,full,34.7,False,,eliminated
P02510,Кирилл,Попов,M,11,5,Туркестанская область,Западный район,Школа №5,ru,full,35.2,False,,eliminated
P02511,Камила,Кадыров,F,15,9,Актюбинская область,Западный район,Школа №1,kk,full,62.2,False,,eliminated
P02512,Иван,Иванов,M,13,7,Абайская область,Заречный район,Школа №3,ru,full,63.2,False,,eliminated
P02513,Максим,Попов,M,17,10,Северо-Казахстанская область,Центральный район,Школа №1,ru,full,63.2,False,,eliminated
P02514,Артём,Попов,M,15,10,Абайская область,Центральный район,Школа №4,ru,full,51.2,False,,eliminated
P02515,Александр,Лебедев,M,12,6,г. Шымкент,Южный район,Школа №2,ru,full,53.1,False,,eliminated
P02516,Темирлан,Темирбеков,M,16,10,Мангистауская область,Северный район,Школа №1,kk,full,59.9,False,,eliminated
P02517,Дамир,Алиев,M,14,7,Мангистауская область,Заречный район,Школа №2,kk,full,56.3,False,,eliminated
P02518,Дмитрий,Иванов,M,16,10,Костанайская область,Восточный район,Школа №1,ru,full,21.7,False,,eliminated
P02519,Ксения,Лебедева,F,15,9,Туркестанская область,Южный район,Школа №4,ru,single,45.6,False,,eliminated
P02520,Ержан,Бекенов,M,14,8,Западно-Казахстанская область,Южный район,Школа №3,kk,single,36.2,False,,eliminated
P02521,Мария,Попова,F,15,9,Улытауская область,Северный район,Школа №3,ru,full,57.6,False,,eliminated
P02522,Ксения,Морозова,F,16,10,Павлодарская область,Заречный район,Школа №4,ru,full,99.8,True,46.0,finalist
P02523,Ерасыл,Бекенов,M,15,8,Атырауская область,Центральный район,Школа №4,kk,full,60.5,False,,eliminated
P02524,Елена,Кузнецова,F,17,10,Восточно-Казахстанская область,Сельский район,Школа №4,ru,full,50.3,False,,eliminated
P02525,Дария,Бекенов,F,9,4,Павлодарская область,Западный район,Школа №5,kk,single,62.8,False,,eliminated
P02526,Айдана,Кадыров,F,14,8,Акмолинская область,Западный район,Школа №3,kk,single,56.2,False,,eliminated
P02527,Дамир,Алиев,M,16,10,г. Шымкент,Сельский район,Школа №1,kk,full,61.3,False,,eliminated
P02528,София,Попова,F,14,9,Западно-Казахстанская область,Заречный район,Школа №3,ru,full,64.1,False,,eliminated
P02529,Аружан,Кадыров,F,14,9,г. Алматы,Южный район,Школа №1,kk,full,85.8,True,47.2,finalist
P02530,Михаил,Петров,M,12,6,Карагандинская область,Северный район,Школа №1,ru,full,38.0,False,,eliminated
P02531,Екатерина,Кузнецова,F,11,6,Туркестанская область,Западный район,Школа №3,ru,full,62.1,False,,eliminated
P02532,Адильхан,Жумабеков,M,16,10,Восточно-Казахстанская область,Восточный район,Школа №4,kk,full,41.1,False,,eliminated
P02533,Аяна,Касенов,F,14,8,Кызылординская область,Центральный район,Школа №5,kk,full,63.3,False,,eliminated
P02534,Ксения,Соколова,F,18,11,Костанайская область,Центральный район,Школа №4,ru,single,35.2,False,,eliminated
P02535,Динара,Сериков,F,13,7,Актюбинская область,Восточный район,Школа №3,kk,full,48.7,False,,eliminated
P02536,Анастасия,Лебедева,F,14,8,Атырауская область,Восточный район,Школа №1,ru,full,50.6,False,,eliminated
P02537,Арман,Сериков,M,16,10,Костанайская область,Сельский район,Школа №4,kk,single,63.6,False,,eliminated
P02538,Нурлан,Темирбеков,M,17,11,Улытауская область,Южный район,Школа №5,kk,full,68.8,True,39.6,finalist
P02539,Айдар,Нурланов,M,13,7,г. Астана,Северный район,Школа №4,kk,single,30.3,False,,eliminated
P02540,Мария,Новикова,F,17,10,Акмолинская область,Южный район,Школа №3,ru,full,55.8,False,,eliminated
P02541,Малика,Абилов,F,17,11,Жетысуская область,Заречный район,Школа №2,kk,full,44.4,False,,eliminated
P02542,Михаил,Морозов,M,15,9,Акмолинская область,Южный район,Школа №1,ru,full,36.1,False,,eliminated
P02543,Кирилл,Соколов,M,15,9,Кызылординская область,Центральный район,Школа №2,ru,full,51.7,False,,eliminated
P02544,Ержан,Абилов,M,11,5,Мангистауская область,Восточный район,Школа №5,kk,full,50.4,False,,eliminated
P02545,Дамир,Бекенов,M,15,9,Актюбинская область,Западный район,Школа №2,kk,full,91.4,True,77.7,finalist
P02546,Алина,Темирбеков,F,13,8,Восточно-Казахстанская область,Заречный район,Школа №4,kk,full,61.5,False,,eliminated
P02547,Андрей,Новиков,M,16,10,г. Шымкент,Северный район,Школа №3,ru,full,34.3,False,,eliminated
P02548,Нурлан,Алиев,M,15,8,г. Шымкент,Центральный район,Школа №5,kk,full,46.5,False,,eliminated
P02549,Жаныбек,Сатпаев,M,15,9,Актюбинская область,Сельский район,Школа №2,kk,single,64.3,False,,eliminated
P02550,Арман,Сатпаев,M,14,8,Улытауская область,Заречный район,Школа №1,kk,full,86.3,True,85.2,finalist
P02551,Алина,Кадыров,F,11,5,Жамбылская область,Центральный район,Школа №3,kk,full,31.2,False,,eliminated
P02552,Сабина,Бекенов,F,17,11,г. Алматы,Восточный район,Школа №1,kk,full,26.8,False,,eliminated
P02553,Динара,Тулегенов,F,12,7,Мангистауская область,Восточный район,Школа №1,kk,full,83.1,True,46.7,finalist
P02554,Екатерина,Соколова,F,12,7,Павлодарская область,Заречный район,Школа №3,ru,full,60.8,False,,eliminated
P02555,Малика,Тулегенов,F,16,10,Улытауская область,Центральный район,Школа №2,kk,full,42.0,False,,eliminated
P02556,Иван,Петров,M,11,5,Жетысуская область,Северный район,Школа №1,ru,full,63.0,False,,eliminated
P02557,Темирлан,Алиев,M,16,10,Кызылординская область,Сельский район,Школа №1,kk,full,15.5,False,,eliminated
P02558,Кирилл,Морозов,M,11,6,Алматинская область,Заречный район,Школа №4,ru,full,55.1,False,,eliminated
P02559,Анна,Новикова,F,15,8,Жетысуская область,Заречный район,Школа №1,ru,full,59.9,False,,eliminated
P02560,Рамазан,Алиев,M,10,5,Акмолинская область, Центральный район ,Школа №2,kk,single,62.9,False,,eliminated
P02561,Ольга,Петрова,F,16,11,Павлодарская область,Северный район,Школа №3,ru,single,33.8,False,,eliminated
P02562,Ксения,Петрова,F,13,8,Восточно-Казахстанская область,Северный район,Школа №5,ru,single,50.3,False,,eliminated
P02563,Дана,Касенов,F,14,8,Карагандинская область,Южный район,Школа №3,kk,full,41.1,False,,eliminated
P02564,Алмат,Сатпаев,M,13,7,Восточно-Казахстанская область,Восточный район,Школа №1,kk,single,52.8,False,,eliminated
P02565,Полина,Морозова,F,13,7,Павлодарская область,Сельский район,Школа №4,ru,full,41.6,False,,eliminated
P02566,Жаныбек,Абилов,M,14,8,г. Алматы,Северный район,Школа №3,kk,full,48.9,False,,eliminated
P02567,Михаил,Новиков,M,16,10,Карагандинская область,Сельский район,Школа №2,ru,full,40.1,False,,eliminated
P02568,Елена,Лебедева,F,17,11,Актюбинская область,Южный район,Школа №4,ru,full,64.8,False,,eliminated
P02569,Данияр,Касенов,M,16,10,Алматинская область,Центральный район,Школа №4,kk,full,67.9,True,79.1,finalist
P02570,Дария,Тулегенов,F,16,10,Жетысуская область,Центральный район,Школа №5,kk,single,45.5,False,,eliminated
P02571,Дамир,Нурланов,M,15,8,Костанайская область,Восточный район,Школа №5,kk,single,49.6,False,,eliminated
