participant_id,first_name,last_name,gender,region,district,school,language,family_type,round_1_score,passed_round_1
P02695,Адильхан,Бекенов,M,г. Астана,Западный район,Школа №2,kk,single,54.0,False
P02696,Иван,Соколов,M,г. Шымкент, Заречный район ,Школа №3,ru,full,76.5,True
P02697,Ольга,Иванова,F,Мангистауская область,Западный район,Школа №5,ru,full,71.2,True
P02698,Жансая,Жумабеков,F,г. Шымкент,Западный район,Школа №3,kk,full,35.3,False
P02699,Елена,Кузнецова,F,Акмолинская область,Заречный район,Школа №1,ru,full,64.3,False
P02700,Сабина,Темирбеков,F,Мангистауская область,Заречный район,Школа №3,kk,full,74.9,True
P02701,Сабина,Сатпаев,F,Акмолинская область,Центральный район,Школа №3,kk,single,54.8,False
P02702,Дарья,Морозова,F,Актюбинская область, Южный район ,Школа №4,ru,single,65.4,False
P02703,Шынгыс,Алиев,M,Павлодарская область,Заречный район,Школа №4,kk,single,79.2,True
P02704,Темирлан,Темирбеков,M,Улытауская область,Заречный район,Школа №1,kk,full,70.4,True
P02705,Шынгыс,Нурланов,M,г. Алматы,Северный район,Школа №3,kk,single,52.7,False
P02706,Айгерим,Касенов,F,Абайская область,Восточный район,Школа №5,kk,full,70.7,True
P02707,Дарья,Новикова,F,Западно-Казахстанская область,Центральный район,Школа №5,ru,full,57.2,False
P02708,София,Лебедева,F,Алматинская область,Северный район,Школа №4,ru,full,55.4,False
P02709,Арман,Темирбеков,M,Жетысуская область,Западный район,Школа №1,kk,full,49.7,False
P02710,Мария,Кузнецова,F,Западно-Казахстанская область,Южный район,Школа №3,ru,single,72.5,True
P02711,Дмитрий,Попов,M,Улытауская область,Заречный район,Школа №4,ru,single,36.7,False
P02712,Данияр,Касенов,M,Атырауская область,Южный район,Школа №3,kk,full,78.0,True
P02713,Аружан,Бекенов,F,Северо-Казахстанская область,Южный район,Школа №2,kk,full,62.5,False
P02714,Айдар,Бекенов,M,г. Шымкент,Восточный район,Школа №4,kk,full,34.0,False
P02715,Камила,Кадыров,F,Атырауская область,Сельский район,Школа №3,kk,full,60.5,False
P02716,Кирилл,Соколов,M,Улытауская область,Сельский район,Школа №5,ru,single,17.5,False
P02717,Елена,Иванова,F,Жетысуская область,Сельский район,Школа №3,ru,single,58.4,False
P02718,Алтынай,Кадыров,F,г. Астана,Восточный район,Школа №2,kk,full,68.3,True
P02719,Кирилл,Смирнов,M,Жамбылская область,Северный район,Школа №1,ru,full,46.1,False
P02720,Эльмира,Тулегенов,F,Павлодарская область,Южный район,Школа №2,kk,full,56.9,False
P02721,Артём,Смирнов,M,Акмолинская область,Южный район,Школа №5,ru,full,84.3,True
P02722,Шынгыс,Алиев,M,Абайская область,Восточный район,Школа №1,kk,single,41.4,False
P02723,Малика,Алиев,F,Жамбылская область,Южный район,Школа №5,kk,single,33.1,False
P02724,Дарья,Волкова,F,г. Шымкент,Сельский район,Школа №5,ru,full,77.2,True
P02725,Рамазан,Нурланов,M,г. Алматы,Западный район,Школа №4,kk,full,84.4,True
P02726,Кирилл,Иванов,M,Карагандинская область,Центральный район,Школа №5,ru,full,55.1,False
P02727,Елена,Волкова,F,Жетысуская область,Центральный район,Школа №5,ru,full,70.2,True
P02728,Андрей,Смирнов,M,Атырауская область, Восточный район ,Школа №1,ru,single,69.1,True
P02729,Олжас,Нурланов,M,Атырауская область,Сельский район,Школа №1,kk,single,37.9,False
P02730,Владислав,Иванов,M,Карагандинская область,Заречный район,Школа №1,ru,full,47.7,False
P02731,Тимур,Абилов,M,Костанайская область,Северный район,Школа №5,kk,full,73.5,True
P02732,Нурлан,Касенов,M,Костанайская область,Сельский район,Школа №3,kk,full,80.3,True
P02733,Дарья,Соколова,F,Абайская область,Южный район,Школа №2,ru,full,63.4,False
P02734,Бекжан,Темирбеков,M,г. Астана,Восточный район,Школа №4,kk,full,41.8,False
P02735,Дана,Тулегенов,F,г. Шымкент,Восточный район,Школа №5,kk,single,78.8,True
P02736,Айдана,Касенов,F,Кызылординская область,Восточный район,Школа №1,kk,full,47.0,False
P02737,Айгерим,Абилов,F,г. Шымкент,Восточный район,Школа №5,kk,full,50.0,False
P02738,Данияр,Темирбеков,M,Карагандинская область,Северный район,Школа №3,kk,full,60.1,False
P02739,Бекжан,Сериков,M,Жамбылская область,Восточный район,Школа №3,kk,single,72.3,True
P02740,Рамазан,Абилов,M,Жамбылская область,Заречный район,Школа №4,kk,single,61.8,False
P02741,Алихан,Сатпаев,M,Восточно-Казахстанская область,Центральный район,Школа №3,kk,single,55.2,False
P02742,Алина,Сатпаев,F,Жамбылская область,Западный район,Школа №2,kk,full,61.9,False
P02743,Дмитрий,Соколов,M,Западно-Казахстанская область,Сельский район,Школа №5,ru,full,55.7,False
P02744,Айгерим,Абилов,F,г. Алматы,Восточный район,Школа №2,kk,full,63.4,False
P02745,Александр,Новиков,M,Павлодарская область,Южный район,Школа №5,ru,full,17.1,False
P02746,Темирлан,Кадыров,M,Актюбинская область,Восточный район,Школа №2,kk,single,44.6,False
P02747,Жансая,Нурланов,F,Жамбылская область,Южный район,Школа №1,kk,full,58.6,False
P02748,Ержан,Тулегенов,M,Актюбинская область,Заречный район,Школа №1,kk,full,37.7,False
P02749,Эльмира,Нурланов,F,Кызылординская область,Северный район,Школа №1,kk,single,54.8,False
P02750,Рамазан,Темирбеков,M,Акмолинская область, Южный район ,Школа №2,kk,single,45.9,False
P02751,Ксения,Соколова,F,Алматинская область,Западный район,Школа №1,ru,single,75.3,True
P02752,Михаил,Смирнов,M,Восточно-Казахстанская область,Центральный район,Школа №1,ru,full,78.6,True
P02753,Аяна,Маратов,F,Акмолинская область,Северный район,Школа №5,kk,full,48.0,False
P02754,Айгерим,Касенов,F,Северо-Казахстанская область,Западный район,Школа №2,kk,full,52.7,False
P02755,Андрей,Лебедев,M,Карагандинская область,Заречный район,Школа №5,ru,full,53.9,False
P02756,Нурлан,Алиев,M,Жамбылская область,Центральный район,Школа №5,kk,single,42.2,False
P02757,Михаил,Морозов,M,Акмолинская область,Сельский район,Школа №4,ru,full,57.9,False
P02758,Полина,Новикова,F,Акмолинская область,Западный район,Школа №1,ru,full,43.6,False
P02759,Дария,Бекенов,F,Актюбинская область,Центральный район,Школа №2,kk,single,32.0,False
P02760,Темирлан,Жумабеков,M,г. Алматы,Южный район,Школа №3,kk,full,64.3,False
P02761,Алмат,Сериков,M,г. Шымкент,Заречный район,Школа №3,kk,single,58.4,False
P02762,Дарья,Смирнова,F,Абайская область,Южный район,Школа №4,ru,full,42.9,False
P02763,Иван,Соколов,M,Карагандинская область,Восточный район,Школа №1,ru,single,62.4,False
P02764,Дарья,Кузнецова,F,Актюбинская область,Восточный район,Школа №3,ru,full,45.5,False
P02765,Ерасыл,Маратов,M,Жетысуская область,Западный район,Школа №4,kk,single,52.8,False
P02766,Малика,Алиев,F,Жетысуская область,Южный район,Школа №5,kk,full,67.3,True
P02767,Адильхан,Алиев,M,Мангистауская область,Центральный район,Школа №3,kk,full,54.5,False
P02768,Максим,Иванов,M,Жамбылская область,Восточный район,Школа №1,ru,full,61.8,False
P02769,Айдана,Нурланов,F,Мангистауская область,Северный район,Школа №1,kk,full,47.3,False
P02770,Алихан,Касенов,M,Павлодарская область,Южный район,Школа №5,kk,full,52.1,False
P02771,Никита,Иванов,M,г. Астана,Центральный район,Школа №1,ru,single,45.9,False
P02772,Ержан,Алиев,M,Абайская область,Западный район,Школа №2,kk,full,43.8,False
P02773,Жансая,Сатпаев,F,Северо-Казахстанская область,Заречный район,Школа №2,kk,single,46.3,False
P02774,Мария,Иванова,F,Акмолинская область,Западный район,Школа №4,ru,full,31.8,False
P02775,Наргиз,Жумабеков,F,Костанайская область,Южный район,Школа №5,kk,single,41.6,False
P02776,Темирлан,Сатпаев,M,Карагандинская область,Заречный район,Школа №3,kk,full,50.7,False
P02777,Темирлан,Сериков,M,г. Алматы,Западный район,Школа №3,kk,full,51.2,False
P02778,Дмитрий,Попов,M,Мангистауская область,Восточный район,Школа №2,ru,full,51.4,False
P02779,Наргиз,Сатпаев,F,Туркестанская область,Центральный район,Школа №4,kk,full,54.1,False
P02780,Андрей,Лебедев,M,Атырауская область,Южный район,Школа №1,ru,full,62.2,False
P02781,Артём,Лебедев,M,Мангистауская область,Центральный район,Школа №3,ru,single,62.1,False
P02782,Адильхан,Сериков,M,Кызылординская область,Северный район,Школа №1,kk,full,45.3,False
P02783,Алина,Нурланов,F,Туркестанская область,Сельский район,Школа №4,kk,full,37.0,False
P02784,Жансая,Алиев,F,Восточно-Казахстанская область,Южный район,Школа №2,kk,full,39.4,False
P02785,Дамир,Темирбеков,M,Мангистауская область,Южный район,Школа №3,kk,full,47.7,False
P02786,Меруерт,Сатпаев,F,Акмолинская область,Южный район,Школа №1,kk,full,49.7,False
P02787,Полина,Волкова,F,г. Алматы,Восточный район,Школа №3,ru,single,37.5,False
P02788,Ерасыл,Нурланов,M,Алматинская область,Западный район,Школа №3,kk,single,29.6,False
P02789,Сауле,Абилов,F,Мангистауская область,Западный район,Школа №3,kk,full,48.2,False
P02790,Бекжан,Маратов,M,Туркестанская область,Сельский район,Школа №1,kk,full,57.7,False
P02791,Алмат,Сатпаев,M,Восточно-Казахстанская область, Северный район ,Школа №3,kk,full,63.9,False
P02792,Арман,Маратов,M,г. Шымкент,Заречный район,Школа №2,kk,full,46.6,False
P02793,Дана,Темирбеков,F,Восточно-Казахстанская область,Сельский район,Школа №2,kk,full,48.8,False
P02794,Ольга,Лебедева,F,г. Шымкент,Сельский район,Школа №2,ru,full,41.1,False
P02795,Никита,Смирнов,M,Жетысуская область,Заречный район,Школа №3,ru,full,54.5,False
P02796,Аян,Темирбеков,M,г. Астана,Центральный район,Школа №1,kk,full,42.3,False
P02797,Аяна,Тулегенов,F,Западно-Казахстанская область,Южный район,Школа №3,kk,full,63.6,False
P02798,Арман,Сатпаев,M,Абайская область,Сельский район,Школа №3,kk,single,22.2,False
P02799,Дана,Маратов,F,Костанайская область,Северный район,Школа №1,kk,single,43.6,False
P02800,Шынгыс,Сатпаев,M,Актюбинская область,Северный район,Школа №2,kk,full,59.5,False
P02801,Дмитрий,Кузнецов,M,Жамбылская область,Заречный район,Школа №4,ru,single,51.8,False
P02802,Аружан,Абилов,F,Северо-Казахстанская область,Восточный район,Школа №2,kk,single,89.4,True
P02803,Александр,Лебедев,M,Мангистауская область,Южный район,Школа №1,ru,single,54.2,False
P02804,Ержан,Темирбеков,M,Жетысуская область,Восточный район,Школа №3,kk,full,39.9,False
P02805,Данияр,Алиев,M,Карагандинская область,Центральный район,Школа №1,kk,full,53.6,False
P02806,Айдана,Алиев,F,Туркестанская область, Южный район ,Школа №4,kk,full,28.4,False
P02807,Малика,Абилов,F,Павлодарская область,Северный район,Школа №1,kk,single,47.8,False
P02808,Айдар,Бекенов,M,Мангистауская область,Северный район,Школа №3,kk,full,42.5,False
P02809,Елена,Лебедева,F,Актюбинская область,Южный район,Школа №3,ru,full,68.7,True
P02810,Алтынай,Тулегенов,F,Жамбылская область,Западный район,Школа №5,kk,full,46.8,False
P02811,Елена,Волкова,F,Актюбинская область,Южный район,Школа №5,ru,full,53.2,False
P02812,Динара,Кадыров,F,Абайская область,Сельский район,Школа №2,kk,full,45.5,False
P02813,Дмитрий,Кузнецов,M,Атырауская область,Северный район,Школа №5,ru,full,81.1,True
P02814,Аян,Маратов,M,г. Алматы,Западный район,Школа №5,kk,single,44.2,False
P02815,Андрей,Попов,M,г. Шымкент,Южный район,Школа №3,ru,full,82.5,True
P02816,Артём,Новиков,M,Павлодарская область,Заречный район,Школа №2,ru,full,67.2,True
P02817,Санжар,Маратов,M,Карагандинская область,Восточный район,Школа №2,kk,full,62.2,False
P02818,Ольга,Петрова,F,Улытауская область,Сельский район,Школа №2,ru,single,54.5,False
P02819,Темирлан,Касенов,M,Туркестанская область,Центральный район,Школа №5,kk,single,54.9,False
P02820,Айдар,Нурланов,M,Актюбинская область,Заречный район,Школа №3,kk,full,26.1,False
P02821,Тимур,Сатпаев,M,г. Алматы,Сельский район,Школа №4,kk,full,50.8,False
P02822,Меруерт,Сатпаев,F,Западно-Казахстанская область,Западный район,Школа №4,kk,full,67.7,True
P02823,Айгерим,Сатпаев,F,Северо-Казахстанская область,Северный район,Школа №1,kk,full,54.3,False
P02824,Аружан,Нурланов,F,Актюбинская область,Восточный район,Школа №1,kk,full,33.9,False
P02825,Максим,Морозов,M,Павлодарская область,Южный район,Школа №5,ru,single,48.2,False
P02826,Иван,Новиков,M,Кызылординская область,Центральный район,Школа №2,ru,full,80.6,True
P02827,Айдар,Нурланов,M,Улытауская область,Восточный район,Школа №4,kk,single,67.7,True
P02828,Айдана,Кадыров,F,Актюбинская область,Восточный район,Школа №3,kk,full,54.1,False
P02829,Дмитрий,Соколов,M,Актюбинская область,Сельский район,Школа №5,ru,full,69.3,True
P02830,Бауыржан,Бекенов,M,Улытауская область,Восточный район,Школа №4,kk,full,49.5,False
P02831,Ольга,Иванова,F,Актюбинская область, Восточный район ,Школа №2,ru,full,29.4,False
P02832,Дамир,Алиев,M,Жамбылская область,Западный район,Школа №1,kk,full,41.1,False
P02833,Айдана,Тулегенов,F,г. Шымкент,Заречный район,Школа №1,kk,single,72.4,True
P02834,Алина,Бекенов,F,Западно-Казахстанская область,Заречный район,Школа №5,kk,single,44.9,False
P02835,Ольга,Волкова,F,Туркестанская область,Сельский район,Школа №5,ru,single,45.3,False
P02836,Арман,Тулегенов,M,Западно-Казахстанская область,Центральный район,Школа №4,kk,full,50.5,False
P02837,Айдана,Абилов,F,Жамбылская область,Южный район,Школа №4,kk,single,77.6,True
P02838,Анастасия,Волкова,F,Костанайская область,Восточный район,Школа №2,ru,full,79.4,True
P02839,София,Морозова,F,Акмолинская область,Северный район,Школа №4,ru,full,88.3,True
P02840,Аружан,Касенов,F,Акмолинская область,Сельский район,Школа №1,kk,full,52.6,False
P02841,Дарья,Попова,F,Улытауская область,Южный район,Школа №1,ru,full,59.4,False
P02842,Гульнара,Сериков,F,г. Астана,Заречный район,Школа №4,kk,full,32.3,False
P02843,Эльмира,Кадыров,F,Алматинская область,Заречный район,Школа №5,kk,single,71.2,True
P02844,Полина,Смирнова,F,Жамбылская область,Центральный район,Школа №2,ru,single,31.5,False
P02845,Жаныбек,Маратов,M,Улытауская область,Сельский район,Школа №1,kk,full,58.3,False
P02846,Бекжан,Алиев,M,Павлодарская область,Центральный район,Школа №3,kk,single,32.5,False
P02847,Дамир,Алиев,M,Северо-Казахстанская область,Восточный район,Школа №3,kk,single,40.2,False
P02848,Максим,Кузнецов,M,Абайская область,Восточный район,Школа №5,ru,full,42.4,False
P02849,Анна,Попова,F,Актюбинская область,Сельский район,Школа №1,ru,full,45.9,False
P02850,Аружан,Нурланов,F,Кызылординская область,Сельский район,Школа №3,kk,full,46.9,False
P02851,Мария,Смирнова,F,Жетысуская область,Северный район,Школа №2,ru,full,46.8,False
P02852,Санжар,Сатпаев,M,Абайская область,Северный район,Школа №2,kk,full,67.5,True
P02853,Малика,Кадыров,F,Западно-Казахстанская область,Сельский район,Школа №5,kk,full,38.4,False
P02854,Михаил,Соколов,M,Северо-Казахстанская область,Восточный район,Школа №3,ru,full,58.3,False
P02855,Динара,Кадыров,F,Жамбылская область,Западный район,Школа №5,kk,full,73.3,True
P02856,Екатерина,Новикова,F,Улытауская область,Центральный район,Школа №1,ru,full,47.3,False
P02857,Дария,Кадыров,F,Улытауская область,Западный район,Школа №4,kk,full,44.2,False
P02858,Дана,Тулегенов,F,Улытауская область,Восточный район,Школа №5,kk,full,51.5,False
P02859,Рамазан,Нурланов,M,Актюбинская область,Северный район,Школа №4,kk,full,72.7,True
P02860,Никита,Иванов,M,Костанайская область,Заречный район,Школа №5,ru,full,57.9,False
P02861,Сауле,Тулегенов,F,Мангистауская область,Сельский район,Школа №1,kk,full,47.0,False
P02862,Максим,Иванов,M,Мангистауская область,Восточный район,Школа №5,ru,full,62.3,False
P02863,Арман,Бекенов,M,Туркестанская область,Сельский район,Школа №5,kk,full,38.5,False
P02864,Екатерина,Соколова,F,Улытауская область,Заречный район,Школа №4,ru,full,65.2,False
P02865,Айдана,Бекенов,F,Костанайская область,Центральный район,Школа №3,kk,full,61.1,False
P02866,Екатерина,Кузнецова,F,Костанайская область,Южный район,Школа №1,ru,single,44.4,False
P02867,Артём,Кузнецов,M,Алматинская область,Южный район,Школа №1,ru,full,42.4,False
P02868,Айдана,Кадыров,F,Атырауская область,Заречный район,Школа №4,kk,full,41.7,False
P02869,Полина,Соколова,F,Западно-Казахстанская область,Южный район,Школа №3,ru,single,57.0,False
P02870,Алина,Жумабеков,F,Актюбинская область,Южный район,Школа №1,kk,full,73.4,True
P02871,Екатерина,Попова,F,Акмолинская область,Северный район,Школа №4,ru,full,45.4,False
P02872,Сауле,Сатпаев,F,Актюбинская область,Заречный район,Школа №4,kk,single,55.9,False
P02873,Айдар,Алиев,M,Жетысуская область,Заречный район,Школа №3,kk,full,23.7,False
P02874,Наргиз,Сатпаев,F,Карагандинская область,Центральный район,Школа №2,kk,single,40.2,False
P02875,Дмитрий,Иванов,M,Актюбинская область,Восточный район,Школа №2,ru,full,54.5,False
P02876,Михаил,Кузнецов,M,Алматинская область,Южный район,Школа №4,ru,full,41.4,False
P02877,Аружан,Касенов,F,Северо-Казахстанская область,Северный район,Школа №4,kk,single,35.0,False
P02878,Айдана,Алиев,F,г. Астана,Сельский район,Школа №5,kk,full,45.0,False
P02879,Аяна,Бекенов,F,Жетысуская область,Северный район,Школа №4,kk,single,53.4,False
P02880,Жансая,Касенов,F,Западно-Казахстанская область,Западный район,Школа №4,kk,single,46.2,False
P02881,Бауыржан,Жумабеков,M,Карагандинская область,Сельский район,Школа №4,kk,single,15.4,False
P02882,Иван,Волков,M,Кызылординская область,Западный район,Школа №1,ru,single,17.2,False
P02883,София,Петрова,F,Павлодарская область,Центральный район,Школа №3,ru,full,45.9,False
P02884,Санжар,Касенов,M,Алматинская область,Восточный район,Школа №1,kk,full,61.9,False
P02885,Анна,Кузнецова,F,Карагандинская область,Сельский район,Школа №4,ru,full,13.8,False
P02886,Елена,Морозова,F,Жамбылская область,Заречный район,Школа №4,ru,full,47.5,False
P02887,Аружан,Тулегенов,F,Мангистауская область,Южный район,Школа №2,kk,single,41.1,False
P02888,Аружан,Нурланов,F,Кызылординская область, Заречный район ,Школа №5,kk,full,75.8,True
P02889,Балжан,Нурланов,F,Мангистауская область,Восточный район,Школа №5,kk,single,43.2,False
P02890,Алина,Темирбеков,F,Атырауская область,Южный район,Школа №2,kk,full,60.7,False
P02891,Дарья,Смирнова,F,Атырауская область,Заречный район,Школа №2,ru,full,57.1,False
P02892,Балжан,Маратов,F,Северо-Казахстанская область,Восточный район,Школа №4,kk,full,23.0,False
P02893,Наргиз,Абилов,F,г. Шымкент,Центральный район,Школа №3,kk,full,66.5,True
P02894,Адильхан,Сатпаев,M,Восточно-Казахстанская область,Северный район,Школа №3,kk,full,58.2,False
P02895,Ержан,Нурланов,M,Карагандинская область,Северный район,Школа №4,kk,single,56.6,False
P02896,Рамазан,Алиев,M,Мангистауская область,Северный район,Школа №5,kk,single,100.0,True
P02897,Кирилл,Волков,M,Костанайская область,Южный район,Школа №2,ru,full,23.7,False
P02898,Дана,Сериков,F,Карагандинская область,Западный район,Школа №2,kk,single,74.9,True
P02899,Полина,Попова,F,Абайская область,Северный район,Школа №3,ru,full,50.7,False
P02900,Елена,Соколова,F,Западно-Казахстанская область,Западный район,Школа №2,ru,full,59.3,False
P02901,Айгерим,Жумабеков,F,Туркестанская область,Сельский район,Школа №2,kk,full,54.3,False
P02902,Алина,Кадыров,F,Туркестанская область,Южный район,Школа №2,kk,full,48.6,False
P02903,Тимур,Абилов,M,Улытауская область,Западный район,Школа №3,kk,full,46.5,False
P02904,Дмитрий,Иванов,M,г. Астана,Южный район,Школа №4,ru,full,59.9,False
P02905,Бауыржан,Темирбеков,M,Улытауская область,Сельский район,Школа №1,kk,full,32.2,False
P02906,Гульнара,Сериков,F,Карагандинская область,Северный район,Школа №3,kk,full,66.3,True
P02907,Рамазан,Тулегенов,M,Павлодарская область,Северный район,Школа №1,kk,full,48.8,False
P02908,Алтынай,Темирбеков,F,г. Шымкент,Заречный район,Школа №5,kk,full,38.0,False
P02909,Олжас,Темирбеков,M,Павлодарская область,Заречный район,Школа №1,kk,full,48.2,False
P02910,Бауыржан,Бекенов,M,Актюбинская область,Южный район,Школа №2,kk,single,67.9,True
P02911,Айдар,Алиев,M,Жамбылская область,Центральный район,Школа №5,kk,full,47.0,False
P02912,Ерасыл,Маратов,M,Абайская область,Заречный район,Школа №2,kk,full,60.4,False
P02913,Аружан,Темирбеков,F,Мангистауская область,Восточный район,Школа №1,kk,full,44.0,False
P02914,Никита,Смирнов,M,Абайская область,Центральный район,Школа №4,ru,full,66.4,True
P02915,Михаил,Смирнов,M,Атырауская область,Северный район,Школа №3,ru,full,65.3,False
P02916,Томирис,Алиев,F,Восточно-Казахстанская область,Заречный район,Школа №3,kk,full,82.7,True
P02917,Эльмира,Темирбеков,F,Актюбинская область,Центральный район,Школа №3,kk,full,52.4,False
P02918,Бауыржан,Бекенов,M,Восточно-Казахстанская область,Южный район,Школа №4,kk,single,59.0,False
P02919,Бекжан,Маратов,M,г. Шымкент,Южный район,Школа №4,kk,full,56.5,False
P02920,Аян,Тулегенов,M,Мангистауская область,Южный район,Школа №3,kk,full,74.4,True
P02921,Дамир,Сатпаев,M,Улытауская область,Восточный район,Школа №3,kk,full,44.2,False
P02922,Иван,Кузнецов,M,Павлодарская область,Сельский район,Школа №4,ru,full,66.2,True
P02923,Томирис,Тулегенов,F,Кызылординская область,Северный район,Школа №2,kk,full,52.1,False
P02924,Аяна,Нурланов,F,Мангистауская область,Южный район,Школа №5,kk,single,48.0,False
P02925,Кирилл,Смирнов,M,Кызылординская область,Сельский район,Школа №5,ru,full,56.4,False
P02926,Алтынай,Жумабеков,F,Туркестанская область,Сельский район,Школа №2,kk,full,58.8,False
P02927,Дарья,Соколова,F,Северо-Казахстанская область,Сельский район,Школа №3,ru,single,47.3,False
P02928,Владислав,Попов,M,Жамбылская область,Западный район,Школа №4,ru,full,58.2,False
P02929,Полина,Попова,F,Жетысуская область,Северный район,Школа №4,ru,full,78.7,True
P02930,Динара,Абилов,F,Актюбинская область,Северный район,Школа №4,kk,single,63.8,False
P02931,Гульнара,Кадыров,F,Западно-Казахстанская область,Северный район,Школа №3,kk,full,68.0,True
P02932,Владислав,Волков,M,Абайская область,Восточный район,Школа №4,ru,single,42.2,False
P02933,Тимур,Касенов,M,Жетысуская область,Западный район,Школа №5,kk,single,35.7,False
P02934,Бекжан,Касенов,M,Улытауская область,Центральный район,Школа №5,kk,full,69.3,True
P02935,Гульнара,Темирбеков,F,Туркестанская область,Сельский район,Школа №2,kk,full,68.1,True
P02936,Адильхан,Сериков,M,Западно-Казахстанская область,Западный район,Школа №4,kk,single,71.1,True
P02937,Аружан,Нурланов,F,Западно-Казахстанская область,Западный район,Школа №2,kk,single,39.9,False
P02938,Балжан,Сатпаев,F,Карагандинская область,Сельский район,Школа №4,kk,full,51.6,False
P02939,София,Смирнова,F,Мангистауская область,Сельский район,Школа №3,ru,single,24.4,False
P02940,Никита,Петров,M,Северо-Казахстанская область,Северный район,Школа №5,ru,single,43.1,False
P02941,Анастасия,Кузнецова,F,Мангистауская область,Сельский район,Школа №5,ru,single,63.9,False
P02942,Артём,Лебедев,M,Мангистауская область,Заречный район,Школа №4,ru,full,48.0,False
P02943,Александр,Лебедев,M,г. Алматы,Северный район,Школа №2,ru,full,64.6,False
P02944,Андрей,Смирнов,M,Кызылординская область,Сельский район,Школа №1,ru,full,52.1,False
P02945,Эльмира,Жумабеков,F,г. Астана,Центральный район,Школа №1,kk,full,59.9,False
P02946,Владислав,Новиков,M,Павлодарская область,Сельский район,Школа №2,ru,single,31.8,False
P02947,Дмитрий,Иванов,M,г. Астана,Западный район,Школа №3,ru,full,56.3,False
P02948,Нурлан,Абилов,M,г. Шымкент,Северный район,Школа №3,kk,single,4.1,False
P02949,Данияр,Сатпаев,M,г. Астана,Заречный район,Школа №1,kk,full,52.2,False
P02950,Артём,Иванов,M,Атырауская область,Западный район,Школа №4,ru,single,24.5,False
P02951,Сауле,Темирбеков,F,Актюбинская область,Западный район,Школа №2,kk,full,73.1,True
P02952,Владислав,Соколов,M,Улытауская область,Заречный район,Школа №3,ru,full,66.7,True
P02953,Екатерина,Попова,F,Жамбылская область,Центральный район,Школа №4,ru,full,62.0,False
P02954,Томирис,Сериков,F,Жамбылская область,Западный район,Школа №1,kk,full,77.8,True
P02955,Анна,Новикова,F,Алматинская область,Северный район,Школа №1,ru,full,40.8,False
P02956,Александр,Смирнов,M,Карагандинская область,Восточный район,Школа №1,ru,full,81.2,True
P02957,Алина,Жумабеков,F,Актюбинская область,Центральный район,Школа №5,kk,full,69.0,True
P02958,Наргиз,Маратов,F,Актюбинская область,Сельский район,Школа №2,kk,single,45.5,False
P02959,Рамазан,Нурланов,M,Карагандинская область,Сельский район,Школа №5,kk,full,72.0,True
P02960,Анастасия,Новикова,F,Карагандинская область,Западный район,Школа №4,ru,full,38.4,False
P02961,Гульнара,Касенов,F,Атырауская область,Центральный район,Школа №1,kk,full,42.6,False
P02962,Владислав,Попов,M,Акмолинская область,Восточный район,Школа №4,ru,single,39.9,False
P02963,Темирлан,Жумабеков,M,Кызылординская область,Южный район,Школа №3,kk,full,47.1,False
P02964,Анна,Иванова,F,Атырауская область,Заречный район,Школа №4,ru,single,33.2,False
P02965,Никита,Морозов,M,г. Шымкент,Заречный район,Школа №5,ru,full,73.3,True
P02966,Эльмира,Жумабеков,F,Улытауская область,Западный район,Школа №5,kk,full,51.1,False
P02967,Тимур,Касенов,M,Костанайская область,Восточный район,Школа №4,kk,full,60.3,False
P02968,Арман,Алиев,M,Северо-Казахстанская область,Заречный район,Школа №4,kk,full,46.4,False
P02969,Иван,Лебедев,M,Кызылординская область,Центральный район,Школа №1,ru,full,27.7,False
P02970,Дана,Сериков,F,Жетысуская область,Центральный район,Школа №4,kk,full,59.1,False
P02971,Аяна,Жумабеков,F,Акмолинская область,Сельский район,Школа №4,kk,single,20.3,False
P02972,Нурлан,Нурланов,M,г. Алматы,Западный район,Школа №3,kk,single,48.0,False
P02973,Аружан,Тулегенов,F,Атырауская область,Центральный район,Школа №2,kk,full,34.5,False
P02974,Аяна,Алиев,F,Жетысуская область,Северный район,Школа №2,kk,full,84.8,True
P02975,Дамир,Абилов,M,Костанайская область,Сельский район,Школа №2,kk,full,68.7,True
P02976,Айдана,Темирбеков,F,Западно-Казахстанская область,Центральный район,Школа №5,kk,full,56.6,False
P02977,Жансая,Сериков,F,Алматинская область,Северный район,Школа №1,kk,single,68.0,True
P02978,Динара,Абилов,F,Атырауская область,Северный район,Школа №5,kk,full,42.3,False
P02979,Малика,Жумабеков,F,Алматинская область,Заречный район,Школа №3,kk,single,57.2,False
P02980,Меруерт,Тулегенов,F,Жетысуская область,Центральный район,Школа №5,kk,full,58.0,False
P02981,Андрей,Волков,M,Карагандинская область,Сельский район,Школа №3,ru,full,59.0,False
P02982,Арман,Тулегенов,M,Алматинская область,Заречный район,Школа №4,kk,full,74.1,True
P02983,Аружан,Тулегенов,F,Акмолинская область,Северный район,Школа №5,kk,full,66.0,True
P02984,Камила,Бекенов,F,Кызылординская область,Восточный район,Школа №5,kk,full,59.3,False
P02985,Екатерина,Новикова,F,г. Алматы,Западный район,Школа №2,ru,full,30.2,False
P02986,Меруерт,Жумабеков,F,Жетысуская область,Сельский район,Школа №5,kk,full,40.6,False
P02987,Ерасыл,Кадыров,M,Туркестанская область,Сельский район,Школа №5,kk,full,53.2,False
